active ingredients	drug ID	drug label	disease name	disease ID	disease label	indication	drug|disease	original source text	contraindication
{'LOMEFLOXACIN'}	CHEBI:116278	Lomefloxacin	IMPETIGO	MONDO:0004592	impetigo	True	MONDO:0004592|CHEBI:116278		False
AFLIBERCEPT 	UNII:15C2VL427D	Aflibercept	DIABETIC MACULAR EDEMA	MONDO:0004728	diabetic macular edema	True	MONDO:0004728|UNII:15C2VL427D		False
FARICIMAB 	UNII:QC4F7FKK7I	Faricimab	DIABETIC MACULAR EDEMA	MONDO:0004728	diabetic macular edema	True	MONDO:0004728|UNII:QC4F7FKK7I		False
AFLIBERCEPT	UNII:15C2VL427D	Aflibercept	VISUAL IMPAIRMENT DUE TO DIABETIC MACULAR OEDEMA (DME)	MONDO:0004728	diabetic macular edema	True	MONDO:0004728|UNII:15C2VL427D		False
{'NEOMYCIN', 'POLYMYXIN B', 'BACITRACIN'}	RXCUI:374806	bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment	KERATOCONJUNCTIVITIS	MONDO:0004768	keratoconjunctivitis	True	MONDO:0004768|RXCUI:374806		False
{'LOMEFLOXACIN'}	CHEBI:116278	Lomefloxacin	EPIDIDYMITIS	MONDO:0004779	epididymitis	True	MONDO:0004779|CHEBI:116278		False
{'ATENOLOL'}	CHEBI:2904	Atenolol	ACUTE MYOCARDIAL INFARCTION	MONDO:0004781	acute myocardial infarction	True	MONDO:0004781|CHEBI:2904		False
OMALIZUMAB	UNII:2P471X1Z11	Omalizumab	ALLERGIC ASTHMA	MONDO:0004784	allergic asthma	True	MONDO:0004784|UNII:2P471X1Z11		False
{'HYDROCORTISONE', 'NEOMYCIN', 'POLYMYXIN B', 'BACITRACIN'}	RXCUI:374806	bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment	ANTERIOR SEGMENT OF THE GLOBE INFLAMMATION	MONDO:0004785	blepharitis	True	MONDO:0004785|RXCUI:374806		False
{'NEOMYCIN', 'POLYMYXIN B', 'BACITRACIN'}	RXCUI:374806	bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment	BLEPHARITIS	MONDO:0004785	blepharitis	True	MONDO:0004785|RXCUI:374806		False
{'FLUOROMETHOLONE'}	CHEBI:31625	Fluorometholone	CORTICOSTEROID-RESPONSIVE INFLAMMATION OF THE ANTERIOR SEGMENT OF THE GLOBE	MONDO:0004785	blepharitis	True	MONDO:0004785|CHEBI:31625		False
{'FLUOROMETHOLONE'}	CHEBI:31625	Fluorometholone	CORTICOSTEROID-RESPONSIVE INFLAMMATION OF THE PALPEBRAL AND BULBAR CONJUNCTIVA	MONDO:0004785	blepharitis	True	MONDO:0004785|CHEBI:31625		False
LEVOFLOXACIN HYDRATE	CHEBI:63598	Levofloxacin	OTITIS EXTERNA	MONDO:0004795	otitis externa	True	MONDO:0004795|CHEBI:63598		False
TOPOTECAN	CHEBI:63632	Topotecan	METASTATIC CARCINOMA OF THE OVARY	MONDO:0004829	Krukenberg carcinoma	True	MONDO:0004829|CHEBI:63632		False
ALPHA1-PROTEINASE INHIBITOR (HUMAN)	DRUGBANK:DB00058	Alpha-1-proteinase inhibitor	EMPHYSEMA	MONDO:0004849	pulmonary emphysema	True	MONDO:0004849|DRUGBANK:DB00058		False
{'THEOPHYLLINE'}	CHEBI:28177	Theophylline	EMPHYSEMA	MONDO:0004849	pulmonary emphysema	True	MONDO:0004849|CHEBI:28177		False
FUTIBATINIB	UNII:4B93MGE4AL	Futibatinib	UNRESECTABLE FGFR2 FUSION GENE-POSITIVE BILIARY TRACT CANCER	MONDO:0004868	biliary tract disorder	True	MONDO:0004868|UNII:4B93MGE4AL		False
{'CALCITRIOL'}	CHEBI:17823	Calcitriol	LLM INGEST RETURNED ERROR	MONDO:0004892	refractive error	True	MONDO:0004892|CHEBI:17823		False
{'CORTISONE'}	CHEBI:3897	Cortisone acetate	LLM INGEST RETURNED ERROR	MONDO:0004892	refractive error	True	MONDO:0004892|CHEBI:3897		False
{'HYDROFLUMETHIAZIDE'}	CHEBI:5784	Hydroflumethiazide	LLM INGEST RETURNED ERROR	MONDO:0004892	refractive error	True	MONDO:0004892|CHEBI:5784		False
{'POLYTHIAZIDE'}	CHEBI:8327	Polythiazide	LLM INGEST RETURNED ERROR	MONDO:0004892	refractive error	True	MONDO:0004892|CHEBI:8327		False
BLINATUMOMAB	UNII:4FR53SIF3A	Blinatumomab	B-PRECURSOR ALL (RELAPSE AFTER RECEIVING PRIOR ALLOGENEIC HAEMATOPOIETIC STEM CELL TRANSPLANTATION)	MONDO:0004947	B-cell acute lymphoblastic leukemia	True	MONDO:0004947|UNII:4FR53SIF3A		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	BURKITT LYMPHOMA (BL)/BURKITT LEUKAEMIA (MATURE B-CELL ACUTE LEUKAEMIA) (BAL)	MONDO:0004947	B-cell acute lymphoblastic leukemia	True	MONDO:0004947|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	BURKITT LYMPHOMA (BL)/BURKITT LEUKAEMIA (MATURE B-CELL ACUTE LEUKAEMIA) (BAL)	MONDO:0004947	B-cell acute lymphoblastic leukemia	True	MONDO:0004947|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	CHRONIC LYMPHOCYTIC LEUKAEMIA (CLL)	MONDO:0004948	B-cell chronic lymphocytic leukemia	True	MONDO:0004948|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	CHRONIC LYMPHOCYTIC LEUKAEMIA (CLL)	MONDO:0004948	B-cell chronic lymphocytic leukemia	True	MONDO:0004948|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	CHRONIC LYMPHOCYTIC LEUKAEMIA (CLL)	MONDO:0004948	B-cell chronic lymphocytic leukemia	True	MONDO:0004948|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	CHRONIC LYMPHOCYTIC LEUKAEMIA (CLL)	MONDO:0004948	B-cell chronic lymphocytic leukemia	True	MONDO:0004948|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	CHRONIC LYMPHOCYTIC LEUKAEMIA (CLL)	MONDO:0004948	B-cell chronic lymphocytic leukemia	True	MONDO:0004948|UNII:4F4X42SYQ6		False
RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	CHRONIC LYMPHOCYTIC LEUKAEMIA (CLL)	MONDO:0004948	B-cell chronic lymphocytic leukemia	True	MONDO:0004948|UNII:4F4X42SYQ6		False
BREXUCABTAGENE AUTOLEUCEL	DRUGBANK:DB15699	Brexucabtagene autoleucel	ACUTE LYMPHOBLASTIC LEUKAEMIA	MONDO:0004967	acute lymphoblastic leukemia	True	MONDO:0004967|DRUGBANK:DB15699		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	ACUTE LYMPHOBLASTIC LEUKEMIA (ALL)	MONDO:0004967	acute lymphoblastic leukemia	True	MONDO:0004967|UNII:3A58010674		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	ACUTE LYMPHOCYTIC LEUKAEMIA	MONDO:0004967	acute lymphoblastic leukemia	True	MONDO:0004967|UNII:3A58010674		False
PEGASPARGASE	UNII:7D96IR0PPM	Pegaspargase	ACUTE LYMPHOCYTIC LEUKEMIA	MONDO:0004967	acute lymphoblastic leukemia	True	MONDO:0004967|UNII:7D96IR0PPM		False
BLINATUMOMAB	UNII:4FR53SIF3A	Blinatumomab	B-PRECURSOR ACUTE LYMPHOBLASTIC LEUKAEMIA (ALL) (RELAPSED OR REFRACTORY)	MONDO:0004967	acute lymphoblastic leukemia	True	MONDO:0004967|UNII:4FR53SIF3A		False
RIVASTIGMINE	CHEBI:8874	Rivastigmine	ALZHEIMERS DEMENTIA	MONDO:0004975	Alzheimer disease	True	MONDO:0004975|CHEBI:8874		False
EDARAVONE	CHEBI:31530	Edaravone	AMYOTROPHIC LATERAL SCLEROSIS (ALS)	MONDO:0004976	amyotrophic lateral sclerosis	True	MONDO:0004976|CHEBI:31530		False
RILUZOLE	CHEBI:8863	Riluzole	AMYOTROPHIC LATERAL SCLEROSIS (ALS)	MONDO:0004976	amyotrophic lateral sclerosis	True	MONDO:0004976|CHEBI:8863		False
{'HYDROXYZINE'}	CHEBI:5818	Hydroxyzine	ATOPIC AND CONTACT DERMATOSES	MONDO:0004980	atopic eczema	True	MONDO:0004980|CHEBI:5818		False
BARICITINIB	CHEBI:95341	Baricitinib	ATOPIC DERMATITIS	MONDO:0004980	atopic eczema	True	MONDO:0004980|CHEBI:95341		False
TRALOKINUMAB 	UNII:GK1LYB375A	Tralokinumab	ATOPIC DERMATITIS	MONDO:0004980	atopic eczema	True	MONDO:0004980|UNII:GK1LYB375A		False
UPADACITINIB HYDRATE	UNII:4RA0KN46E0	Upadacitinib	ATOPIC DERMATITIS	MONDO:0004980	atopic eczema	True	MONDO:0004980|UNII:4RA0KN46E0		False
LEBRIKIZUMAB	UNII:U9JLP7V031	Lebrikizumab	ATOPIC DERMATITIS (MODERATE-TO-SEVERE)	MONDO:0004980	atopic eczema	True	MONDO:0004980|UNII:U9JLP7V031		False
NEMOLIZUMAB 	UNII:GN465U8B72	Nemolizumab	ATOPIC DERMATITIS (PRURITUS)	MONDO:0004980	atopic eczema	True	MONDO:0004980|UNII:GN465U8B72		False
{'HYDROXYZINE'}	CHEBI:5818	Hydroxyzine	ATOPIC DERMATOSES	MONDO:0004980	atopic eczema	True	MONDO:0004980|CHEBI:5818		False
NEMOLIZUMAB 	UNII:GN465U8B72	Nemolizumab	PRURITUS ASSOCIATED WITH ATOPIC DERMATITIS	MONDO:0004980	atopic eczema	True	MONDO:0004980|UNII:GN465U8B72		False
{'HYDROXYZINE'}	CHEBI:5818	Hydroxyzine	PRURITUS DUE TO ALLERGIC CONDITIONS SUCH AS CHRONIC URTICARIA AND ATOPIC AND CONTACT DERMATOSES	MONDO:0004980	atopic eczema	True	MONDO:0004980|CHEBI:5818		False
CLOPIDOGREL	CHEBI:3759	Plavix	ATRIAL FIBRILLATION	MONDO:0004981	atrial fibrillation	True	MONDO:0004981|CHEBI:3759		False
{'SOTALOL'}	CHEBI:9207	sotalol hydrochloride	ATRIAL FIBRILLATION	MONDO:0004981	atrial fibrillation	True	MONDO:0004981|CHEBI:9207		False
{'SOTALOL'}	CHEBI:9207	sotalol hydrochloride	ATRIAL FIBRILLATION	MONDO:0004981	atrial fibrillation	True	MONDO:0004981|CHEBI:9207		False
{'VERAPAMIL'}	CHEBI:77733	Verapamil	ATRIAL FIBRILLATION	MONDO:0004981	atrial fibrillation	True	MONDO:0004981|CHEBI:77733		False
{'QUINIDINE'}	CHEBI:15854	Quinine	ATRIAL FIBRILLATION/FLUTTER	MONDO:0004981	atrial fibrillation	True	MONDO:0004981|CHEBI:15854		False
{'GEMFIBROZIL'}	CHEBI:5296	Gemfibrozil	PANCREATITIS	MONDO:0004982	pancreatitis	True	MONDO:0004982|CHEBI:5296		False
{'LITHIUM'}	CHEBI:30146	lithium hydride	MANIC EPISODES OF MANIC-DEPRESSIVE ILLNESS	MONDO:0004985	bipolar disorder	True	MONDO:0004985|CHEBI:30146		False
{'LITHIUM'}	CHEBI:30146	lithium hydride	MANIC-DEPRESSIVE ILLNESS	MONDO:0004985	bipolar disorder	True	MONDO:0004985|CHEBI:30146		False
FORMOTEROL FUMARATE DIHYDRATE, GLYCOPYRRONIUM, BUDESONIDE	RXCUI:2386036	budesonide / formoterol / glycopyrronium Metered Dose Inhaler	CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD)	MONDO:0005002	chronic obstructive pulmonary disease	True	MONDO:0005002|RXCUI:2386036		False
FORMOTEROL, GLYCOPYRRONIUM BROMIDE, BUDESONIDE	RXCUI:2386036	budesonide / formoterol / glycopyrronium Metered Dose Inhaler	CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD)	MONDO:0005002	chronic obstructive pulmonary disease	True	MONDO:0005002|RXCUI:2386036		False
{'TORSEMIDE'}	CHEBI:9637	Torasemide	EDEMA ASSOCIATED WITH CONGESTIVE HEART FAILURE	MONDO:0005009	congestive heart failure	True	MONDO:0005009|CHEBI:9637		False
{'DIPYRIDAMOLE'}	CHEBI:4653	Dipyridamole	CORONARY ARTERY DISEASE	MONDO:0005010	coronary artery disorder	True	MONDO:0005010|CHEBI:4653		False
{'GEMFIBROZIL'}	CHEBI:5296	Gemfibrozil	CORONARY HEART DISEASE	MONDO:0005010	coronary artery disorder	True	MONDO:0005010|CHEBI:5296		False
FENOFIBRATE, PRAVASTATIN	CHEBI:5001	Fenofibrate	CORONARY HEART DISEASE (CHD)	MONDO:0005010	coronary artery disorder	True	MONDO:0005010|CHEBI:5001		False
ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	PAEDIATRIC CROHNS DISEASE	MONDO:0005011	Crohn disease	True	MONDO:0005011|UNII:FYS6T7F842		False
INSULIN ASPART	RXCUI:379056	insulin aspart protamine, human / insulin aspart, human Injectable Suspension	DIABETES MELLITUS	MONDO:0005015	diabetes mellitus	True	MONDO:0005015|RXCUI:379056		False
INSULIN GLARGINE	RXCUI:1858992	insulin glargine / lixisenatide Injectable Product	DIABETES MELLITUS	MONDO:0005015	diabetes mellitus	True	MONDO:0005015|RXCUI:1858992		False
{'GEMFIBROZIL'}	CHEBI:5296	Gemfibrozil	DIABETES MELLITUS	MONDO:0005015	diabetes mellitus	True	MONDO:0005015|CHEBI:5296		False
INSULIN GLARGINE	RXCUI:1858992	insulin glargine / lixisenatide Injectable Product	DIABETES MELLITUS (OTHER TYPES)	MONDO:0005015	diabetes mellitus	True	MONDO:0005015|RXCUI:1858992		False
MITOMYCIN C	CHEBI:27504	Mitomycin	GLAUCOMA	MONDO:0005041	glaucoma	True	MONDO:0005041|CHEBI:27504		False
RIPASUDIL HYDROCHLORIDE HYDRATE, BRIMONIDINE TARTRATE	CHEBI:3175	Brimonidine	GLAUCOMA	MONDO:0005041	glaucoma	True	MONDO:0005041|CHEBI:3175		False
{'ALITRETINOIN'}	CHEBI:50648	Alitretinoin	KAPOSI’S SARCOMA (KS)	MONDO:0005055	Kaposi's sarcoma	True	MONDO:0005055|CHEBI:50648		False
PEGASPARGASE	UNII:7D96IR0PPM	Pegaspargase	MALIGNANT LYMPHOMA	MONDO:0005062	lymphoma	True	MONDO:0005062|UNII:7D96IR0PPM		False
CLOPIDOGREL	CHEBI:3759	Plavix	MYOCARDIAL INFARCTION	MONDO:0005068	myocardial infarction	True	MONDO:0005068|CHEBI:3759		False
CLOPIDOGREL	CHEBI:3759	Plavix	MYOCARDIAL INFARCTION	MONDO:0005068	myocardial infarction	True	MONDO:0005068|CHEBI:3759		False
{'METOPROLOL'}	CHEBI:6904	Metoprolol	MYOCARDIAL INFARCTION	MONDO:0005068	myocardial infarction	True	MONDO:0005068|CHEBI:6904		False
"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	UNII:C9R35M8XV6	Hiberix	PERTUSSIS	MONDO:0005077	pertussis	True	MONDO:0005077|UNII:C9R35M8XV6		False
PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN) HAEMOPHILUS INFLUENZAE TYPE B OLIGOSACCHARIDE - DIPHTHERIA CRM197 CONJUGATE	UNII:C9R35M8XV6	Hiberix	PERTUSSIS	MONDO:0005077	pertussis	True	MONDO:0005077|UNII:C9R35M8XV6		False
{'ATENOLOL'}	CHEBI:2904	Atenolol	HYPERTENSION	MONDO:0005080	portal hypertension	True	MONDO:0005080|CHEBI:2904		False
{'HYDROCHLOROTHIAZIDE', 'BISOPROLOL'}	CHEBI:3127	Bisoprolol	HYPERTENSION	MONDO:0005080	portal hypertension	True	MONDO:0005080|CHEBI:3127		False
{'LABETALOL'}	CHEBI:6344	Labetalol hydrochloride	HYPERTENSION	MONDO:0005080	portal hypertension	True	MONDO:0005080|CHEBI:6344		False
{'METOLAZONE'}	CHEBI:64354	Metolazone	HYPERTENSION	MONDO:0005080	portal hypertension	True	MONDO:0005080|CHEBI:64354		False
{'POLYTHIAZIDE', 'RESERPINE'}	CHEBI:8327	Polythiazide	HYPERTENSION	MONDO:0005080	portal hypertension	True	MONDO:0005080|CHEBI:8327		False
{'TORSEMIDE'}	CHEBI:9637	Torasemide	HYPERTENSION	MONDO:0005080	portal hypertension	True	MONDO:0005080|CHEBI:9637		False
{'CARTEOLOL'}	CHEBI:3437	Carteolol	INTRAOCULAR HYPERTENSION	MONDO:0005080	portal hypertension	True	MONDO:0005080|CHEBI:3437		False
ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	PAEDIATRIC PLAQUE PSORIASIS	MONDO:0005083	psoriasis	True	MONDO:0005083|UNII:FYS6T7F842		False
ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	PSORIASIS	MONDO:0005083	psoriasis	True	MONDO:0005083|UNII:FYS6T7F842		False
INFLIXIMAB	UNII:B72HH48FLU	Infliximab	PSORIASIS	MONDO:0005083	psoriasis	True	MONDO:0005083|UNII:B72HH48FLU		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	RENAL CELL CARCINOMA	MONDO:0005086	renal cell carcinoma	True	MONDO:0005086|UNII:3A58010674		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	RENAL CELL CARCINOMA	MONDO:0005086	renal cell carcinoma	True	MONDO:0005086|UNII:3A58010674		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	SARCOMA	MONDO:0005089	sarcoma	True	MONDO:0005089|UNII:3A58010674		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	SARCOMA	MONDO:0005089	sarcoma	True	MONDO:0005089|UNII:3A58010674		False
DABIGATRAN ETEXILATE	CHEBI:70746	Dabigatran etexilate	STROKE	MONDO:0005098	stroke disorder	True	MONDO:0005098|CHEBI:70746		False
{'DANTROLENE'}	CHEBI:4317	dantrolene	STROKE	MONDO:0005098	stroke disorder	True	MONDO:0005098|CHEBI:4317		False
{'FAMOTIDINE'}	CHEBI:4975	Famotidine	ESOPHAGITIS DUE TO GERD (INCLUDING EROSIVE OR ULCERATIVE DISEASE)	MONDO:0005101	ulcerative colitis	True	MONDO:0005101|CHEBI:4975		False
ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	PAEDIATRIC ULCERATIVE COLITIS	MONDO:0005101	ulcerative colitis	True	MONDO:0005101|UNII:FYS6T7F842		False
ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	ULCERATIVE COLITIS	MONDO:0005101	ulcerative colitis	True	MONDO:0005101|UNII:FYS6T7F842		False
CAROTEGRAST METHYL	UNII:OYK17DYO9M	AJM300	ULCERATIVE COLITIS	MONDO:0005101	ulcerative colitis	True	MONDO:0005101|UNII:OYK17DYO9M		False
INFLIXIMAB	UNII:B72HH48FLU	Infliximab	ULCERATIVE COLITIS	MONDO:0005101	ulcerative colitis	True	MONDO:0005101|UNII:B72HH48FLU		False
BUDESONIDE	CHEBI:3207	Budesonide	ULCERATIVE COLITIS (EXCLUDING SEVERE CASES)	MONDO:0005101	ulcerative colitis	True	MONDO:0005101|CHEBI:3207		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MELANOMA	MONDO:0005105	melanoma	True	MONDO:0005105|UNII:3A58010674		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MELANOMA	MONDO:0005105	melanoma	True	MONDO:0005105|UNII:3A58010674		False
FILGRASTIM	UNII:PVI5M0M1GW	Filgrastim	ADVANCED HIV INFECTION	MONDO:0005109	HIV infectious disease	True	MONDO:0005109|UNII:PVI5M0M1GW		False
ABACAVIR SULFATE / DOLUTEGRAVIR SODIUM / LAMIVUDINE	RXCUI:1546884	abacavir / dolutegravir / lamivudine Oral Product	HUMAN IMMUNODEFICIENCY VIRUS (HIV) INFECTION	MONDO:0005109	HIV infectious disease	True	MONDO:0005109|RXCUI:1546884		False
ABACAVIR, LAMIVUDINE	RXCUI:284904	Trizivir	HUMAN IMMUNODEFICIENCY VIRUS (HIV) INFECTION	MONDO:0005109	HIV infectious disease	True	MONDO:0005109|RXCUI:284904		False
DARUNAVIR, COBICISTAT	CHEBI:367163	Darunavir	HUMAN IMMUNODEFICIENCY VIRUS 1 (HIV-1) INFECTION	MONDO:0005109	HIV infectious disease	True	MONDO:0005109|CHEBI:367163		False
ABACAVIR (AS SULFATE) / LAMIVUDINE / ZIDOVUDINE	RXCUI:284904	Trizivir	HUMAN-IMMUNODEFICIENCY-VIRUS (HIV) INFECTION	MONDO:0005109	HIV infectious disease	True	MONDO:0005109|RXCUI:284904		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	DIPLOCOCCUS PNEUMONIAE INFECTIONS	MONDO:0005114	pneumococcal infection	True	MONDO:0005114|CHEBI:133011		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	STREPTOCOCCUS FAECALIS INFECTIONS (SUSCEPTIBLE STRAINS)	MONDO:0005114	pneumococcal infection	True	MONDO:0005114|CHEBI:133011		False
{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	STREPTOCOCCUS PYOGENES INFECTIONS (SUSCEPTIBLE STRAINS)	MONDO:0005114	pneumococcal infection	True	MONDO:0005114|CHEBI:133011		False
{'FOLIC ACID'}	CHEBI:27470	Folic acid	NONTROPICAL SPRUE	MONDO:0005130	celiac disease	True	MONDO:0005130|CHEBI:27470		False
BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	CARCINOMA OF THE CERVIX	MONDO:0005131	cervical carcinoma	True	MONDO:0005131|UNII:2S9ZZM9Q9V		False
RELUGOLIX, ESTRADIOL, NORETHISTERONE ACETATE	CHEBI:7627	Norethisterone	ENDOMETRIOSIS	MONDO:0005133	endometriosis	True	MONDO:0005133|CHEBI:7627		False
{'FOLIC ACID'}	CHEBI:27470	Folic acid	ANEMIAS OF NUTRITIONAL ORIGIN	MONDO:0005137	nutritional disorder	True	MONDO:0005137|CHEBI:27470		False
BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	EPITHELIAL OVARIAN CANCER	MONDO:0005140	ovarian carcinoma	True	MONDO:0005140|UNII:2S9ZZM9Q9V		False
CEFIDEROCOL TOSILATE SULFATE HYDRATE	CHEBI:140376	Cefiderocol	INFECTIONS CAUSED BY PSEUDOMONAS AERUGINOSA	MONDO:0005141	Pseudomonas infection	True	MONDO:0005141|CHEBI:140376		False
RELEBACTAM HYDRATE/IMIPENEM HYDRATE/CILASTATIN SODIUM	RXCUI:2184139	cilastatin / imipenem / relebactam Injectable Product	INFECTIONS CAUSED BY PSEUDOMONAS AERUGINOSA (RESISTANT TO CARBAPENEM ANTIMICROBIAL DRUGS)	MONDO:0005141	Pseudomonas infection	True	MONDO:0005141|RXCUI:2184139		False
INSULIN GLARGINE	RXCUI:1858992	insulin glargine / lixisenatide Injectable Product	DIABETES MELLITUS (TYPE 1)	MONDO:0005147	type 1 diabetes mellitus	True	MONDO:0005147|RXCUI:1858992		False
INSULIN GLARGINE	RXCUI:1858992	insulin glargine / lixisenatide Injectable Product	DIABETES MELLITUS (TYPE 2)	MONDO:0005148	type 2 diabetes mellitus	True	MONDO:0005148|RXCUI:1858992		False
{'TOLAZAMIDE'}	CHEBI:9613	Tolazamide	NONINSULIN DEPENDENT DIABETES MELLITUS (TYPE II)	MONDO:0005148	type 2 diabetes mellitus	True	MONDO:0005148|CHEBI:9613		False
{'METFORMIN'}	CHEBI:6801	Metformin	TYPE 2 DIABETES	MONDO:0005148	type 2 diabetes mellitus	True	MONDO:0005148|CHEBI:6801		False
IMEGLIMIN HYDROCHLORIDE	PUBCHEM.COMPOUND:54763513	Imeglimin hydrochloride	TYPE 2 DIABETES MELLITUS	MONDO:0005148	type 2 diabetes mellitus	True	MONDO:0005148|PUBCHEM.COMPOUND:54763513		False
SITAGLIPTIN	CHEBI:40237	Sitagliptin	TYPE-2 DIABETES MELLITUS	MONDO:0005148	type 2 diabetes mellitus	True	MONDO:0005148|CHEBI:40237		False
AFLIBERCEPT 	UNII:15C2VL427D	Aflibercept	AGE-RELATED MACULAR DEGENERATION ASSOCIATED WITH SUBFOVEAL CHOROIDAL NEOVASCULARIZATION	MONDO:0005150	age-related macular degeneration	True	MONDO:0005150|UNII:15C2VL427D		False
FARICIMAB 	UNII:QC4F7FKK7I	Faricimab	AGE-RELATED MACULAR DEGENERATION ASSOCIATED WITH SUBFOVEAL CHOROIDAL NEOVASCULARIZATION	MONDO:0005150	age-related macular degeneration	True	MONDO:0005150|UNII:QC4F7FKK7I		False
set()	PUBCHEM.COMPOUND:452520	CHEMBL154740	OSTEOARTHRITIS	MONDO:0005178	osteoarthritis	True	MONDO:0005178|PUBCHEM.COMPOUND:452520		False
{'MELOXICAM'}	CHEBI:6741	Meloxicam	OSTEOARTHRITIS	MONDO:0005178	osteoarthritis	True	MONDO:0005178|CHEBI:6741		False
FOSLEVODOPA, FOSCARBIDOPA HYDRATE	CHEBI:192511	Foscarbidopa	PARKINSONS DISEASE	MONDO:0005180	Parkinson disease	True	MONDO:0005180|CHEBI:192511		False
RIVASTIGMINE	CHEBI:8874	Rivastigmine	PARKINSONS DISEASE	MONDO:0005180	Parkinson disease	True	MONDO:0005180|CHEBI:8874		False
{'LOMEFLOXACIN'}	CHEBI:116278	Lomefloxacin	CELLULITIS	MONDO:0005230	cellulitis	True	MONDO:0005230|CHEBI:116278		False
BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	NON-SMALL CELL LUNG CANCER	MONDO:0005233	non-small cell lung carcinoma	True	MONDO:0005233|UNII:2S9ZZM9Q9V		False
RAMUCIRUMAB	UNII:D99YVK4L0X	Ramucirumab	NON-SMALL CELL LUNG CANCER	MONDO:0005233	non-small cell lung carcinoma	True	MONDO:0005233|UNII:D99YVK4L0X		False
PRALSETINIB	PUBCHEM.COMPOUND:129073603	pralsetinib	NON-SMALL CELL LUNG CANCER (NSCLC)	MONDO:0005233	non-small cell lung carcinoma	True	MONDO:0005233|PUBCHEM.COMPOUND:129073603		False
TRASTUZUMAB DERUXTECAN	UNII:5384HK7574	Trastuzumab deruxtecan	NON-SMALL CELL LUNG CANCER (NSCLC)	MONDO:0005233	non-small cell lung carcinoma	True	MONDO:0005233|UNII:5384HK7574		False
IXAZOMIB	CHEBI:90939	ixazomib citrate	MULTIPLE MYELOMA	MONDO:0005235	smoldering plasma cell myeloma	True	MONDO:0005235|CHEBI:90939		False
MELPHALAN FLUFENAMIDE	UNII:F70C5K4786	Melphalan flufenamide	MULTIPLE MYELOMA	MONDO:0005235	smoldering plasma cell myeloma	True	MONDO:0005235|UNII:F70C5K4786		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MULTIPLE MYELOMA	MONDO:0005235	smoldering plasma cell myeloma	True	MONDO:0005235|UNII:3A58010674		False
PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MULTIPLE MYELOMA	MONDO:0005235	smoldering plasma cell myeloma	True	MONDO:0005235|UNII:3A58010674		False
TALQUETAMAB	UNII:4W3KFI3TN3	Talquetamab	MULTIPLE MYELOMA	MONDO:0005235	smoldering plasma cell myeloma	True	MONDO:0005235|UNII:4W3KFI3TN3		False
