disease IDs	disease ID labels	list of diseases	active ingredients in therapy	drug ID	drug ID Label	drug|disease	inferred_from_mondo
MONDO:0004728	diabetic macular edema	VISUAL IMPAIRMENT DUE TO DIABETIC MACULAR OEDEMA (DME)	AFLIBERCEPT	UNII:15C2VL427D	Aflibercept	MONDO:0004728|UNII:15C2VL427D	False
MONDO:0004768	keratoconjunctivitis	KERATOCONJUNCTIVITIS	{'NEOMYCIN', 'POLYMYXIN B', 'BACITRACIN'}	RXCUI:374806	bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment	MONDO:0004768|RXCUI:374806	False
MONDO:0004779	epididymitis	EPIDIDYMITIS	{'LOMEFLOXACIN'}	CHEBI:116278	Lomefloxacin	MONDO:0004779|CHEBI:116278	False
MONDO:0004781	acute myocardial infarction	ACUTE MYOCARDIAL INFARCTION	{'ATENOLOL'}	CHEBI:2904	Atenolol	MONDO:0004781|CHEBI:2904	False
MONDO:0004784	allergic asthma	ALLERGIC ASTHMA	OMALIZUMAB	UNII:2P471X1Z11	Omalizumab	MONDO:0004784|UNII:2P471X1Z11	False
MONDO:0004785	blepharitis	ANTERIOR SEGMENT OF THE GLOBE INFLAMMATION	{'HYDROCORTISONE', 'NEOMYCIN', 'POLYMYXIN B', 'BACITRACIN'}	RXCUI:374806	bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment	MONDO:0004785|RXCUI:374806	False
MONDO:0004785	blepharitis	BLEPHARITIS	{'NEOMYCIN', 'POLYMYXIN B', 'BACITRACIN'}	RXCUI:374806	bacitracin / hydrocortisone / neomycin / polymyxin B Ophthalmic Ointment	MONDO:0004785|RXCUI:374806	False
MONDO:0004785	blepharitis	CORTICOSTEROID-RESPONSIVE INFLAMMATION OF THE ANTERIOR SEGMENT OF THE GLOBE	{'FLUOROMETHOLONE'}	CHEBI:31625	Fluorometholone	MONDO:0004785|CHEBI:31625	False
MONDO:0004785	blepharitis	CORTICOSTEROID-RESPONSIVE INFLAMMATION OF THE PALPEBRAL AND BULBAR CONJUNCTIVA	{'FLUOROMETHOLONE'}	CHEBI:31625	Fluorometholone	MONDO:0004785|CHEBI:31625	False
MONDO:0004795	otitis externa	OTITIS EXTERNA	LEVOFLOXACIN HYDRATE	CHEBI:63598	Levofloxacin	MONDO:0004795|CHEBI:63598	False
MONDO:0004829	Krukenberg carcinoma	METASTATIC CARCINOMA OF THE OVARY	TOPOTECAN	CHEBI:63632	Topotecan	MONDO:0004829|CHEBI:63632	False
MONDO:0004849	pulmonary emphysema	EMPHYSEMA	ALPHA1-PROTEINASE INHIBITOR (HUMAN)	DRUGBANK:DB00058	Alpha-1-proteinase inhibitor	MONDO:0004849|DRUGBANK:DB00058	False
MONDO:0004849	pulmonary emphysema	EMPHYSEMA	{'THEOPHYLLINE'}	CHEBI:28177	Theophylline	MONDO:0004849|CHEBI:28177	False
MONDO:0004868	biliary tract disorder	UNRESECTABLE FGFR2 FUSION GENE-POSITIVE BILIARY TRACT CANCER	FUTIBATINIB	UNII:4B93MGE4AL	Futibatinib	MONDO:0004868|UNII:4B93MGE4AL	False
MONDO:0004892	refractive error	LLM INGEST RETURNED ERROR	{'CALCITRIOL'}	CHEBI:17823	Calcitriol	MONDO:0004892|CHEBI:17823	False
MONDO:0004892	refractive error	LLM INGEST RETURNED ERROR	{'CORTISONE'}	CHEBI:3897	Cortisone acetate	MONDO:0004892|CHEBI:3897	False
MONDO:0004892	refractive error	LLM INGEST RETURNED ERROR	{'HYDROFLUMETHIAZIDE'}	CHEBI:5784	Hydroflumethiazide	MONDO:0004892|CHEBI:5784	False
MONDO:0004892	refractive error	LLM INGEST RETURNED ERROR	{'POLYTHIAZIDE'}	CHEBI:8327	Polythiazide	MONDO:0004892|CHEBI:8327	False
MONDO:0004947	B-cell acute lymphoblastic leukemia	B-PRECURSOR ALL (RELAPSE AFTER RECEIVING PRIOR ALLOGENEIC HAEMATOPOIETIC STEM CELL TRANSPLANTATION)	BLINATUMOMAB	UNII:4FR53SIF3A	Blinatumomab	MONDO:0004947|UNII:4FR53SIF3A	False
MONDO:0004947	B-cell acute lymphoblastic leukemia	BURKITT LYMPHOMA (BL)/BURKITT LEUKAEMIA (MATURE B-CELL ACUTE LEUKAEMIA) (BAL)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0004947|UNII:4F4X42SYQ6	False
MONDO:0004947	B-cell acute lymphoblastic leukemia	BURKITT LYMPHOMA (BL)/BURKITT LEUKAEMIA (MATURE B-CELL ACUTE LEUKAEMIA) (BAL)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0004947|UNII:4F4X42SYQ6	False
MONDO:0004948	B-cell chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKAEMIA (CLL)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0004948|UNII:4F4X42SYQ6	False
MONDO:0004948	B-cell chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKAEMIA (CLL)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0004948|UNII:4F4X42SYQ6	False
MONDO:0004948	B-cell chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKAEMIA (CLL)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0004948|UNII:4F4X42SYQ6	False
MONDO:0004948	B-cell chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKAEMIA (CLL)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0004948|UNII:4F4X42SYQ6	False
MONDO:0004948	B-cell chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKAEMIA (CLL)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0004948|UNII:4F4X42SYQ6	False
MONDO:0004948	B-cell chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKAEMIA (CLL)	RITUXIMAB	UNII:4F4X42SYQ6	Rituximab	MONDO:0004948|UNII:4F4X42SYQ6	False
MONDO:0004967	acute lymphoblastic leukemia	ACUTE LYMPHOBLASTIC LEUKAEMIA	BREXUCABTAGENE AUTOLEUCEL	DRUGBANK:DB15699	Brexucabtagene autoleucel	MONDO:0004967|DRUGBANK:DB15699	False
MONDO:0004967	acute lymphoblastic leukemia	ACUTE LYMPHOBLASTIC LEUKEMIA (ALL)	PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MONDO:0004967|UNII:3A58010674	False
MONDO:0004967	acute lymphoblastic leukemia	ACUTE LYMPHOCYTIC LEUKAEMIA	PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MONDO:0004967|UNII:3A58010674	False
MONDO:0004967	acute lymphoblastic leukemia	ACUTE LYMPHOCYTIC LEUKEMIA	PEGASPARGASE	UNII:7D96IR0PPM	Pegaspargase	MONDO:0004967|UNII:7D96IR0PPM	False
MONDO:0004967	acute lymphoblastic leukemia	B-PRECURSOR ACUTE LYMPHOBLASTIC LEUKAEMIA (ALL) (RELAPSED OR REFRACTORY)	BLINATUMOMAB	UNII:4FR53SIF3A	Blinatumomab	MONDO:0004967|UNII:4FR53SIF3A	False
MONDO:0004975	Alzheimer disease	ALZHEIMERS DEMENTIA	RIVASTIGMINE	CHEBI:8874	Rivastigmine	MONDO:0004975|CHEBI:8874	False
MONDO:0004976	amyotrophic lateral sclerosis	AMYOTROPHIC LATERAL SCLEROSIS (ALS)	EDARAVONE	CHEBI:31530	Edaravone	MONDO:0004976|CHEBI:31530	False
MONDO:0004976	amyotrophic lateral sclerosis	AMYOTROPHIC LATERAL SCLEROSIS (ALS)	RILUZOLE	CHEBI:8863	Riluzole	MONDO:0004976|CHEBI:8863	False
MONDO:0004980	atopic eczema	ATOPIC AND CONTACT DERMATOSES	{'HYDROXYZINE'}	CHEBI:5818	Hydroxyzine	MONDO:0004980|CHEBI:5818	False
MONDO:0004980	atopic eczema	ATOPIC DERMATITIS	BARICITINIB	CHEBI:95341	Baricitinib	MONDO:0004980|CHEBI:95341	False
MONDO:0004980	atopic eczema	ATOPIC DERMATITIS	TRALOKINUMAB 	UNII:GK1LYB375A	Tralokinumab	MONDO:0004980|UNII:GK1LYB375A	False
MONDO:0004980	atopic eczema	ATOPIC DERMATITIS	UPADACITINIB HYDRATE	UNII:4RA0KN46E0	Upadacitinib	MONDO:0004980|UNII:4RA0KN46E0	False
MONDO:0004980	atopic eczema	ATOPIC DERMATITIS (MODERATE-TO-SEVERE)	LEBRIKIZUMAB	UNII:U9JLP7V031	Lebrikizumab	MONDO:0004980|UNII:U9JLP7V031	False
MONDO:0004980	atopic eczema	ATOPIC DERMATITIS (PRURITUS)	NEMOLIZUMAB 	UNII:GN465U8B72	Nemolizumab	MONDO:0004980|UNII:GN465U8B72	False
MONDO:0004980	atopic eczema	ATOPIC DERMATOSES	{'HYDROXYZINE'}	CHEBI:5818	Hydroxyzine	MONDO:0004980|CHEBI:5818	False
MONDO:0004980	atopic eczema	PRURITUS ASSOCIATED WITH ATOPIC DERMATITIS	NEMOLIZUMAB 	UNII:GN465U8B72	Nemolizumab	MONDO:0004980|UNII:GN465U8B72	False
MONDO:0004980	atopic eczema	PRURITUS DUE TO ALLERGIC CONDITIONS SUCH AS CHRONIC URTICARIA AND ATOPIC AND CONTACT DERMATOSES	{'HYDROXYZINE'}	CHEBI:5818	Hydroxyzine	MONDO:0004980|CHEBI:5818	False
MONDO:0004981	atrial fibrillation	ATRIAL FIBRILLATION	CLOPIDOGREL	CHEBI:3759	Plavix	MONDO:0004981|CHEBI:3759	False
MONDO:0004981	atrial fibrillation	ATRIAL FIBRILLATION	{'SOTALOL'}	CHEBI:9207	sotalol hydrochloride	MONDO:0004981|CHEBI:9207	False
MONDO:0004981	atrial fibrillation	ATRIAL FIBRILLATION	{'SOTALOL'}	CHEBI:9207	sotalol hydrochloride	MONDO:0004981|CHEBI:9207	False
MONDO:0004981	atrial fibrillation	ATRIAL FIBRILLATION	{'VERAPAMIL'}	CHEBI:77733	Verapamil	MONDO:0004981|CHEBI:77733	False
MONDO:0004981	atrial fibrillation	ATRIAL FIBRILLATION/FLUTTER	{'QUINIDINE'}	CHEBI:15854	Quinine	MONDO:0004981|CHEBI:15854	False
MONDO:0004982	pancreatitis	PANCREATITIS	{'GEMFIBROZIL'}	CHEBI:5296	Gemfibrozil	MONDO:0004982|CHEBI:5296	False
MONDO:0004985	bipolar disorder	MANIC EPISODES OF MANIC-DEPRESSIVE ILLNESS	{'LITHIUM'}	CHEBI:30146	lithium hydride	MONDO:0004985|CHEBI:30146	False
MONDO:0004985	bipolar disorder	MANIC-DEPRESSIVE ILLNESS	{'LITHIUM'}	CHEBI:30146	lithium hydride	MONDO:0004985|CHEBI:30146	False
MONDO:0005002	chronic obstructive pulmonary disease	CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD)	FORMOTEROL FUMARATE DIHYDRATE, GLYCOPYRRONIUM, BUDESONIDE	RXCUI:2386036	budesonide / formoterol / glycopyrronium Metered Dose Inhaler	MONDO:0005002|RXCUI:2386036	False
MONDO:0005002	chronic obstructive pulmonary disease	CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD)	FORMOTEROL, GLYCOPYRRONIUM BROMIDE, BUDESONIDE	RXCUI:2386036	budesonide / formoterol / glycopyrronium Metered Dose Inhaler	MONDO:0005002|RXCUI:2386036	False
MONDO:0005009	congestive heart failure	EDEMA ASSOCIATED WITH CONGESTIVE HEART FAILURE	{'TORSEMIDE'}	CHEBI:9637	Torasemide	MONDO:0005009|CHEBI:9637	False
MONDO:0005010	coronary artery disorder	CORONARY ARTERY DISEASE	{'DIPYRIDAMOLE'}	CHEBI:4653	Dipyridamole	MONDO:0005010|CHEBI:4653	False
MONDO:0005010	coronary artery disorder	CORONARY HEART DISEASE	{'GEMFIBROZIL'}	CHEBI:5296	Gemfibrozil	MONDO:0005010|CHEBI:5296	False
MONDO:0005010	coronary artery disorder	CORONARY HEART DISEASE (CHD)	FENOFIBRATE, PRAVASTATIN	CHEBI:5001	Fenofibrate	MONDO:0005010|CHEBI:5001	False
MONDO:0005011	Crohn disease	PAEDIATRIC CROHNS DISEASE	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005011|UNII:FYS6T7F842	False
MONDO:0005015	diabetes mellitus	DIABETES MELLITUS	INSULIN ASPART	RXCUI:379056	insulin aspart protamine, human / insulin aspart, human Injectable Suspension	MONDO:0005015|RXCUI:379056	False
MONDO:0005015	diabetes mellitus	DIABETES MELLITUS	INSULIN GLARGINE	RXCUI:1858992	insulin glargine / lixisenatide Injectable Product	MONDO:0005015|RXCUI:1858992	False
MONDO:0005015	diabetes mellitus	DIABETES MELLITUS	{'GEMFIBROZIL'}	CHEBI:5296	Gemfibrozil	MONDO:0005015|CHEBI:5296	False
MONDO:0005015	diabetes mellitus	DIABETES MELLITUS (OTHER TYPES)	INSULIN GLARGINE	RXCUI:1858992	insulin glargine / lixisenatide Injectable Product	MONDO:0005015|RXCUI:1858992	False
MONDO:0005041	glaucoma	GLAUCOMA	MITOMYCIN C	CHEBI:27504	Mitomycin	MONDO:0005041|CHEBI:27504	False
MONDO:0005041	glaucoma	GLAUCOMA	RIPASUDIL HYDROCHLORIDE HYDRATE, BRIMONIDINE TARTRATE	CHEBI:3175	Brimonidine	MONDO:0005041|CHEBI:3175	False
MONDO:0005055	Kaposi's sarcoma	KAPOSI’S SARCOMA (KS)	{'ALITRETINOIN'}	CHEBI:50648	Alitretinoin	MONDO:0005055|CHEBI:50648	False
MONDO:0005062	lymphoma	MALIGNANT LYMPHOMA	PEGASPARGASE	UNII:7D96IR0PPM	Pegaspargase	MONDO:0005062|UNII:7D96IR0PPM	False
MONDO:0005068	myocardial infarction	MYOCARDIAL INFARCTION	CLOPIDOGREL	CHEBI:3759	Plavix	MONDO:0005068|CHEBI:3759	False
MONDO:0005068	myocardial infarction	MYOCARDIAL INFARCTION	CLOPIDOGREL	CHEBI:3759	Plavix	MONDO:0005068|CHEBI:3759	False
MONDO:0005068	myocardial infarction	MYOCARDIAL INFARCTION	{'METOPROLOL'}	CHEBI:6904	Metoprolol	MONDO:0005068|CHEBI:6904	False
MONDO:0005077	pertussis	PERTUSSIS	"PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN)
HAEMOPHILUS INFLUENZAE TYPE B POLYSACCHARIDE- TETANUS TOXOID CONJUGATE"	UNII:C9R35M8XV6	Hiberix	MONDO:0005077|UNII:C9R35M8XV6	False
MONDO:0005077	pertussis	PERTUSSIS	PROTECTIVE ANTIGEN OF BORDETELLA PERTUSSIS DIPHTHERIA TOXOID TETANUS TOXOID INACTIVATED POLIOVIRUS TYPES 1-3 (SABIN STRAIN) HAEMOPHILUS INFLUENZAE TYPE B OLIGOSACCHARIDE - DIPHTHERIA CRM197 CONJUGATE	UNII:C9R35M8XV6	Hiberix	MONDO:0005077|UNII:C9R35M8XV6	False
MONDO:0005080	portal hypertension	HYPERTENSION	{'ATENOLOL'}	CHEBI:2904	Atenolol	MONDO:0005080|CHEBI:2904	False
MONDO:0005080	portal hypertension	HYPERTENSION	{'HYDROCHLOROTHIAZIDE', 'BISOPROLOL'}	CHEBI:3127	Bisoprolol	MONDO:0005080|CHEBI:3127	False
MONDO:0005080	portal hypertension	HYPERTENSION	{'LABETALOL'}	CHEBI:6344	Labetalol hydrochloride	MONDO:0005080|CHEBI:6344	False
MONDO:0005080	portal hypertension	HYPERTENSION	{'METOLAZONE'}	CHEBI:64354	Metolazone	MONDO:0005080|CHEBI:64354	False
MONDO:0005080	portal hypertension	HYPERTENSION	{'POLYTHIAZIDE', 'RESERPINE'}	CHEBI:8327	Polythiazide	MONDO:0005080|CHEBI:8327	False
MONDO:0005080	portal hypertension	HYPERTENSION	{'TORSEMIDE'}	CHEBI:9637	Torasemide	MONDO:0005080|CHEBI:9637	False
MONDO:0005080	portal hypertension	INTRAOCULAR HYPERTENSION	{'CARTEOLOL'}	CHEBI:3437	Carteolol	MONDO:0005080|CHEBI:3437	False
MONDO:0005083	psoriasis	PAEDIATRIC PLAQUE PSORIASIS	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005083|UNII:FYS6T7F842	False
MONDO:0005083	psoriasis	PSORIASIS	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005083|UNII:FYS6T7F842	False
MONDO:0005083	psoriasis	PSORIASIS	INFLIXIMAB	UNII:B72HH48FLU	Infliximab	MONDO:0005083|UNII:B72HH48FLU	False
MONDO:0005086	renal cell carcinoma	RENAL CELL CARCINOMA	PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MONDO:0005086|UNII:3A58010674	False
MONDO:0005086	renal cell carcinoma	RENAL CELL CARCINOMA	PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MONDO:0005086|UNII:3A58010674	False
MONDO:0005089	sarcoma	SARCOMA	PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MONDO:0005089|UNII:3A58010674	False
MONDO:0005089	sarcoma	SARCOMA	PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MONDO:0005089|UNII:3A58010674	False
MONDO:0005098	stroke disorder	STROKE	DABIGATRAN ETEXILATE	CHEBI:70746	Dabigatran etexilate	MONDO:0005098|CHEBI:70746	False
MONDO:0005098	stroke disorder	STROKE	{'DANTROLENE'}	CHEBI:4317	dantrolene	MONDO:0005098|CHEBI:4317	False
MONDO:0005101	ulcerative colitis	ESOPHAGITIS DUE TO GERD (INCLUDING EROSIVE OR ULCERATIVE DISEASE)	{'FAMOTIDINE'}	CHEBI:4975	Famotidine	MONDO:0005101|CHEBI:4975	False
MONDO:0005101	ulcerative colitis	PAEDIATRIC ULCERATIVE COLITIS	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005101|UNII:FYS6T7F842	False
MONDO:0005101	ulcerative colitis	ULCERATIVE COLITIS	ADALIMUMAB	UNII:FYS6T7F842	Adalimumab	MONDO:0005101|UNII:FYS6T7F842	False
MONDO:0005101	ulcerative colitis	ULCERATIVE COLITIS	CAROTEGRAST METHYL	UNII:OYK17DYO9M	AJM300	MONDO:0005101|UNII:OYK17DYO9M	False
MONDO:0005101	ulcerative colitis	ULCERATIVE COLITIS	INFLIXIMAB	UNII:B72HH48FLU	Infliximab	MONDO:0005101|UNII:B72HH48FLU	False
MONDO:0005101	ulcerative colitis	ULCERATIVE COLITIS (EXCLUDING SEVERE CASES)	BUDESONIDE	CHEBI:3207	Budesonide	MONDO:0005101|CHEBI:3207	False
MONDO:0005105	melanoma	MELANOMA	PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MONDO:0005105|UNII:3A58010674	False
MONDO:0005105	melanoma	MELANOMA	PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MONDO:0005105|UNII:3A58010674	False
MONDO:0005109	HIV infectious disease	ADVANCED HIV INFECTION	FILGRASTIM	UNII:PVI5M0M1GW	Filgrastim	MONDO:0005109|UNII:PVI5M0M1GW	False
MONDO:0005109	HIV infectious disease	HUMAN IMMUNODEFICIENCY VIRUS (HIV) INFECTION	ABACAVIR SULFATE / DOLUTEGRAVIR SODIUM / LAMIVUDINE	RXCUI:1546884	abacavir / dolutegravir / lamivudine Oral Product	MONDO:0005109|RXCUI:1546884	False
MONDO:0005109	HIV infectious disease	HUMAN IMMUNODEFICIENCY VIRUS (HIV) INFECTION	ABACAVIR, LAMIVUDINE	RXCUI:284904	Trizivir	MONDO:0005109|RXCUI:284904	False
MONDO:0005109	HIV infectious disease	HUMAN IMMUNODEFICIENCY VIRUS 1 (HIV-1) INFECTION	DARUNAVIR, COBICISTAT	CHEBI:367163	Darunavir	MONDO:0005109|CHEBI:367163	False
MONDO:0005109	HIV infectious disease	HUMAN-IMMUNODEFICIENCY-VIRUS (HIV) INFECTION	ABACAVIR (AS SULFATE) / LAMIVUDINE / ZIDOVUDINE	RXCUI:284904	Trizivir	MONDO:0005109|RXCUI:284904	False
MONDO:0005114	pneumococcal infection	DIPLOCOCCUS PNEUMONIAE INFECTIONS	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0005114|CHEBI:133011	False
MONDO:0005114	pneumococcal infection	STREPTOCOCCUS FAECALIS INFECTIONS (SUSCEPTIBLE STRAINS)	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0005114|CHEBI:133011	False
MONDO:0005114	pneumococcal infection	STREPTOCOCCUS PYOGENES INFECTIONS (SUSCEPTIBLE STRAINS)	{'OXYTETRACYCLINE'}	CHEBI:133011	oxytetracycline	MONDO:0005114|CHEBI:133011	False
MONDO:0005130	celiac disease	NONTROPICAL SPRUE	{'FOLIC ACID'}	CHEBI:27470	Folic acid	MONDO:0005130|CHEBI:27470	False
MONDO:0005131	cervical carcinoma	CARCINOMA OF THE CERVIX	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0005131|UNII:2S9ZZM9Q9V	False
MONDO:0005133	endometriosis	ENDOMETRIOSIS	RELUGOLIX, ESTRADIOL, NORETHISTERONE ACETATE	CHEBI:7627	Norethisterone	MONDO:0005133|CHEBI:7627	False
MONDO:0005137	nutritional disorder	ANEMIAS OF NUTRITIONAL ORIGIN	{'FOLIC ACID'}	CHEBI:27470	Folic acid	MONDO:0005137|CHEBI:27470	False
MONDO:0005140	ovarian carcinoma	EPITHELIAL OVARIAN CANCER	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0005140|UNII:2S9ZZM9Q9V	False
MONDO:0005141	Pseudomonas infection	INFECTIONS CAUSED BY PSEUDOMONAS AERUGINOSA	CEFIDEROCOL TOSILATE SULFATE HYDRATE	CHEBI:140376	Cefiderocol	MONDO:0005141|CHEBI:140376	False
MONDO:0005141	Pseudomonas infection	INFECTIONS CAUSED BY PSEUDOMONAS AERUGINOSA (RESISTANT TO CARBAPENEM ANTIMICROBIAL DRUGS)	RELEBACTAM HYDRATE/IMIPENEM HYDRATE/CILASTATIN SODIUM	RXCUI:2184139	cilastatin / imipenem / relebactam Injectable Product	MONDO:0005141|RXCUI:2184139	False
MONDO:0005147	type 1 diabetes mellitus	DIABETES MELLITUS (TYPE 1)	INSULIN GLARGINE	RXCUI:1858992	insulin glargine / lixisenatide Injectable Product	MONDO:0005147|RXCUI:1858992	False
MONDO:0005148	type 2 diabetes mellitus	DIABETES MELLITUS (TYPE 2)	INSULIN GLARGINE	RXCUI:1858992	insulin glargine / lixisenatide Injectable Product	MONDO:0005148|RXCUI:1858992	False
MONDO:0005148	type 2 diabetes mellitus	NONINSULIN DEPENDENT DIABETES MELLITUS (TYPE II)	{'TOLAZAMIDE'}	CHEBI:9613	Tolazamide	MONDO:0005148|CHEBI:9613	False
MONDO:0005148	type 2 diabetes mellitus	TYPE 2 DIABETES	{'METFORMIN'}	CHEBI:6801	Metformin	MONDO:0005148|CHEBI:6801	False
MONDO:0005148	type 2 diabetes mellitus	TYPE 2 DIABETES MELLITUS	IMEGLIMIN HYDROCHLORIDE	PUBCHEM.COMPOUND:54763513	Imeglimin hydrochloride	MONDO:0005148|PUBCHEM.COMPOUND:54763513	False
MONDO:0005148	type 2 diabetes mellitus	TYPE-2 DIABETES MELLITUS	SITAGLIPTIN	CHEBI:40237	Sitagliptin	MONDO:0005148|CHEBI:40237	False
MONDO:0005150	age-related macular degeneration	AGE-RELATED MACULAR DEGENERATION ASSOCIATED WITH SUBFOVEAL CHOROIDAL NEOVASCULARIZATION	AFLIBERCEPT 	UNII:15C2VL427D	Aflibercept	MONDO:0005150|UNII:15C2VL427D	False
MONDO:0005150	age-related macular degeneration	AGE-RELATED MACULAR DEGENERATION ASSOCIATED WITH SUBFOVEAL CHOROIDAL NEOVASCULARIZATION	FARICIMAB 	UNII:QC4F7FKK7I	Faricimab	MONDO:0005150|UNII:QC4F7FKK7I	False
MONDO:0005178	osteoarthritis	OSTEOARTHRITIS	set()	PUBCHEM.COMPOUND:452520	CHEMBL154740	MONDO:0005178|PUBCHEM.COMPOUND:452520	False
MONDO:0005178	osteoarthritis	OSTEOARTHRITIS	{'MELOXICAM'}	CHEBI:6741	Meloxicam	MONDO:0005178|CHEBI:6741	False
MONDO:0005180	Parkinson disease	PARKINSONS DISEASE	FOSLEVODOPA, FOSCARBIDOPA HYDRATE	CHEBI:192511	Foscarbidopa	MONDO:0005180|CHEBI:192511	False
MONDO:0005180	Parkinson disease	PARKINSONS DISEASE	RIVASTIGMINE	CHEBI:8874	Rivastigmine	MONDO:0005180|CHEBI:8874	False
MONDO:0005230	cellulitis	CELLULITIS	{'LOMEFLOXACIN'}	CHEBI:116278	Lomefloxacin	MONDO:0005230|CHEBI:116278	False
MONDO:0005233	non-small cell lung carcinoma	NON-SMALL CELL LUNG CANCER	BEVACIZUMAB	UNII:2S9ZZM9Q9V	Bevacizumab	MONDO:0005233|UNII:2S9ZZM9Q9V	False
MONDO:0005233	non-small cell lung carcinoma	NON-SMALL CELL LUNG CANCER	RAMUCIRUMAB	UNII:D99YVK4L0X	Ramucirumab	MONDO:0005233|UNII:D99YVK4L0X	False
MONDO:0005233	non-small cell lung carcinoma	NON-SMALL CELL LUNG CANCER (NSCLC)	PRALSETINIB	PUBCHEM.COMPOUND:129073603	pralsetinib	MONDO:0005233|PUBCHEM.COMPOUND:129073603	False
MONDO:0005233	non-small cell lung carcinoma	NON-SMALL CELL LUNG CANCER (NSCLC)	TRASTUZUMAB DERUXTECAN	UNII:5384HK7574	Trastuzumab deruxtecan	MONDO:0005233|UNII:5384HK7574	False
MONDO:0005235	smoldering plasma cell myeloma	MULTIPLE MYELOMA	IXAZOMIB	CHEBI:90939	ixazomib citrate	MONDO:0005235|CHEBI:90939	False
MONDO:0005235	smoldering plasma cell myeloma	MULTIPLE MYELOMA	MELPHALAN FLUFENAMIDE	UNII:F70C5K4786	Melphalan flufenamide	MONDO:0005235|UNII:F70C5K4786	False
MONDO:0005235	smoldering plasma cell myeloma	MULTIPLE MYELOMA	PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MONDO:0005235|UNII:3A58010674	False
MONDO:0005235	smoldering plasma cell myeloma	MULTIPLE MYELOMA	PEGFILGRASTIM	UNII:3A58010674	Pegfilgrastim	MONDO:0005235|UNII:3A58010674	False
MONDO:0005235	smoldering plasma cell myeloma	MULTIPLE MYELOMA	TALQUETAMAB	UNII:4W3KFI3TN3	Talquetamab	MONDO:0005235|UNII:4W3KFI3TN3	False
MONDO:0005235	smoldering plasma cell myeloma	MULTIPLE MYELOMA	THALIDOMIDE	CHEBI:74947	Thalidomide	MONDO:0005235|CHEBI:74947	False
MONDO:0005240	kidney disorder	EDEMA ASSOCIATED WITH RENAL DISEASE	{'TORSEMIDE'}	CHEBI:9637	Torasemide	MONDO:0005240|CHEBI:9637	False
MONDO:0005252	heart failure	HEART FAILURE	ENALAPRIL MALEATE	CHEBI:4784	Enalapril	MONDO:0005252|CHEBI:4784	False
MONDO:0005264	transient ischemic attack	CEREBRAL ISCHEMIC SYMPTOMS	CLAZOSENTAN SODIUM	PUBCHEM.COMPOUND:51346597	Clazosentan sodium	MONDO:0005264|PUBCHEM.COMPOUND:51346597	False
MONDO:0005264	transient ischemic attack	TRANSIENT ISCHEMIC ATTACK (TIA)	CLOPIDOGREL	CHEBI:3759	Plavix	MONDO:0005264|CHEBI:3759	False
MONDO:0005271	allergic disease	ALLERGIC CONDITIONS OF THE IMMEDIATE TYPE	{'PROMETHAZINE'}	CHEBI:8461	Promethazine	MONDO:0005271|CHEBI:8461	False
