disease IDs	disease ID labels	list of diseases	active ingredients in therapy	drug ID	drug ID Label	drug|disease
HP:0002018	Nausea	NAUSEA	FOSAPREPITANT MEGLUMINE	CHEBI:64311	fosaprepitant dimeglumine	HP:0002018|CHEBI:64311
HP:0002018	Nausea	NAUSEA	FOSAPREPITANT MEGLUMINE	CHEBI:64311	fosaprepitant dimeglumine	HP:0002018|CHEBI:64311
HP:0002018	Nausea	NAUSEA	FOSNETUPITANT CHLORIDE HYDROCHLORIDE	UNII:ZR36MFA9P8	FOSNETUPITANT CHLORIDE HYDROCHLORIDE	HP:0002018|UNII:ZR36MFA9P8
HP:0002018	Nausea	NAUSEA	GRANISETRON	CHEBI:5537	Granisetron	HP:0002018|CHEBI:5537
HP:0002018	Nausea	NAUSEA	GRANISETRON HYDROCHLORIDE	CHEBI:5538	Granisetron hydrochloride	HP:0002018|CHEBI:5538
HP:0002018	Nausea	NAUSEA	GRANISETRON HYDROCHLORIDE	CHEBI:5538	Granisetron hydrochloride	HP:0002018|CHEBI:5538
HP:0002018	Nausea	NAUSEA	L- MENTHOL	CHEBI:25187	Menthol	HP:0002018|CHEBI:25187
HP:0002018	Nausea	NAUSEA	NETUPITANT, PALONOSETRON	RXCUI:1552339	netupitant / palonosetron Oral Product	HP:0002018|RXCUI:1552339
HP:0002018	Nausea	NAUSEA	OCTREOTIDE ACETATE	UNII:RWM8CCW8GP	Octreotide	HP:0002018|UNII:RWM8CCW8GP
HP:0002018	Nausea	NAUSEA	OLANZAPINE	CHEBI:7735	Olanzapine	HP:0002018|CHEBI:7735
HP:0002018	Nausea	NAUSEA	PALONOSETRON	CHEBI:85157	palonosetron hydrochloride	HP:0002018|CHEBI:85157
HP:0002018	Nausea	NAUSEA	PALONOSETRON	CHEBI:85157	palonosetron hydrochloride	HP:0002018|CHEBI:85157
HP:0002018	Nausea	NAUSEA	PALONOSETRON	CHEBI:85157	palonosetron hydrochloride	HP:0002018|CHEBI:85157
HP:0002018	Nausea	NAUSEA	PALONOSETRON HYDROCHLORIDE	CHEBI:85157	palonosetron hydrochloride	HP:0002018|CHEBI:85157
HP:0002018	Nausea	NAUSEA	PALONOSETRON HYDROCHLORIDE	CHEBI:85157	palonosetron hydrochloride	HP:0002018|CHEBI:85157
HP:0002027	Abdominal pain	ABDOMINAL PAIN	OCTREOTIDE ACETATE	UNII:RWM8CCW8GP	Octreotide	HP:0002027|UNII:RWM8CCW8GP
HP:0002027	Abdominal pain	CANCER (MODERATE TO SEVERE PAIN)	FENTANYL	CHEBI:31602	fentanyl citrate	HP:0002027|CHEBI:31602
HP:0002027	Abdominal pain	CANCER (MODERATE TO SEVERE PAIN)	FENTANYL	CHEBI:31602	fentanyl citrate	HP:0002027|CHEBI:31602
HP:0002027	Abdominal pain	CANCER (PAIN ASSOCIATED)	OXYCODONE HYDROCHLORIDE HYDRATE	CHEBI:7852	Oxycodone	HP:0002027|CHEBI:7852
HP:0002027	Abdominal pain	CANCER PAIN (MILD TO MODERATE)	TRAMADOL HYDROCHLORIDE	CHEBI:75722	Tramadol	HP:0002027|CHEBI:75722
HP:0002027	Abdominal pain	CANCER PAIN (MODERATE TO SEVERE)	FENTANYL CITRATE	CHEBI:31602	fentanyl citrate	HP:0002027|CHEBI:31602
HP:0002027	Abdominal pain	CANCER PAIN (MODERATE TO SEVERE)	FENTANYL CITRATE	CHEBI:31602	fentanyl citrate	HP:0002027|CHEBI:31602
HP:0002027	Abdominal pain	CANCER PAIN (MODERATE TO SEVERE)	FENTANYL CITRATE	CHEBI:31602	fentanyl citrate	HP:0002027|CHEBI:31602
HP:0002027	Abdominal pain	CANCER PAIN (MODERATE TO SEVERE)	HYDROMORPHONE HYDROCHLORIDE	CHEBI:5791	hydromorphone hydrochloride	HP:0002027|CHEBI:5791
HP:0002027	Abdominal pain	CANCER PAIN (MODERATE TO SEVERE)	METHADONE HYDROCHLORIDE	CHEBI:50140	methadone hydrochloride	HP:0002027|CHEBI:50140
HP:0002027	Abdominal pain	CANCER PAIN (MODERATE TO SEVERE)	MORPHINE SULFATE	CHEBI:7003	morphine sulfate	HP:0002027|CHEBI:7003
HP:0002027	Abdominal pain	CANCER PAIN (MODERATE TO SEVERE)	MORPHINE SULFATE	CHEBI:7003	morphine sulfate	HP:0002027|CHEBI:7003
HP:0002027	Abdominal pain	CANCER PAIN (MODERATE TO SEVERE)	MORPHINE SULFATE	CHEBI:7003	morphine sulfate	HP:0002027|CHEBI:7003
HP:0002027	Abdominal pain	CANCER PAIN (MODERATE TO SEVERE)	MORPHINE SULFATE	CHEBI:7003	morphine sulfate	HP:0002027|CHEBI:7003
HP:0002027	Abdominal pain	CANCER PAIN (MODERATE TO SEVERE)	OXYCODONE HYDROCHLORIDE HYDRATE	CHEBI:7852	Oxycodone	HP:0002027|CHEBI:7852
HP:0002027	Abdominal pain	PAIN (ANALGESIC)	ACETAMINOPHEN	CHEBI:46195	Acetaminophen	HP:0002027|CHEBI:46195
HP:0002027	Abdominal pain	PAIN (ANALGESIC)	ACETAMINOPHEN	CHEBI:46195	Acetaminophen	HP:0002027|CHEBI:46195
HP:0002027	Abdominal pain	PAIN (DURING SKIN LASER RADIATION THERAPY)	LIDOCAINE	CHEBI:6456	Lidocaine	HP:0002027|CHEBI:6456
HP:0002027	Abdominal pain	PAIN (MODERATE TO SEVERE)	MORPHINE HYDROCHLORIDE	CHEBI:55340	morphine hydrochloride	HP:0002027|CHEBI:55340
HP:0002027	Abdominal pain	PAIN (POST-TRAUMA)	CELECOXIB	CHEBI:41423	Celecoxib	HP:0002027|CHEBI:41423
HP:0002027	Abdominal pain	PAIN DURING INTRAVENOUS INDWELLING NEEDLES (ADULTS)	LIDOCAINE/PROPITOCAIN E	CHEBI:6456	Lidocaine	HP:0002027|CHEBI:6456
HP:0002027	Abdominal pain	PAIN DURING INTRAVENOUS INDWELLING NEEDLES (PEDIATRIC)	LIDOCAINE/PROPITOCAIN E	CHEBI:6456	Lidocaine	HP:0002027|CHEBI:6456
HP:0002027	Abdominal pain	PAIN DURING PRICKING WITH INJECTION NEEDLES (ADULTS)	LIDOCAINE/PROPITOCAIN E	CHEBI:6456	Lidocaine	HP:0002027|CHEBI:6456
HP:0002027	Abdominal pain	PAIN DURING PRICKING WITH INJECTION NEEDLES (PEDIATRIC)	LIDOCAINE/PROPITOCAIN E	CHEBI:6456	Lidocaine	HP:0002027|CHEBI:6456
HP:0002027	Abdominal pain	PAIN DURING SKIN LASER RADIATION THERAPY (PEDIATRIC)	LIDOCAINE/PROPITOCAIN E	CHEBI:6456	Lidocaine	HP:0002027|CHEBI:6456
HP:0002027	Abdominal pain	SOMATIC POSTOPERATIVE PAIN	BUPIVACAINE, MELOXICAM	RXCUI:2560233	bupivacaine / meloxicam Injectable Product	HP:0002027|RXCUI:2560233
HP:0002069	Bilateral tonic-clonic seizure	PRIMARY GENERALISED TONIC-CLONIC SEIZURES	LACOSAMIDE	CHEBI:135939	Lacosamide	HP:0002069|CHEBI:135939
HP:0002069	Bilateral tonic-clonic seizure	PRIMARY GENERALISED TONIC-CLONIC SEIZURES	LEVETIRACETAM	CHEBI:6437	Levetiracetam	HP:0002069|CHEBI:6437
HP:0002069	Bilateral tonic-clonic seizure	PRIMARY GENERALISED TONIC-CLONIC SEIZURES	LEVETIRACETAM	CHEBI:6437	Levetiracetam	HP:0002069|CHEBI:6437
HP:0002069	Bilateral tonic-clonic seizure	PRIMARY GENERALISED TONIC-CLONIC SEIZURES	LEVETIRACETAM	CHEBI:6437	Levetiracetam	HP:0002069|CHEBI:6437
HP:0002069	Bilateral tonic-clonic seizure	PRIMARY GENERALISED TONIC-CLONIC SEIZURES	LEVETIRACETAM	CHEBI:6437	Levetiracetam	HP:0002069|CHEBI:6437
HP:0002069	Bilateral tonic-clonic seizure	PRIMARY GENERALISED TONIC-CLONIC SEIZURES	LEVETIRACETAM	CHEBI:6437	Levetiracetam	HP:0002069|CHEBI:6437
HP:0002069	Bilateral tonic-clonic seizure	PRIMARY GENERALISED TONIC-CLONIC SEIZURES	LEVETIRACETAM	CHEBI:6437	Levetiracetam	HP:0002069|CHEBI:6437
HP:0002069	Bilateral tonic-clonic seizure	PRIMARY GENERALISED TONIC-CLONIC SEIZURES	LEVETIRACETAM	CHEBI:6437	Levetiracetam	HP:0002069|CHEBI:6437
HP:0002069	Bilateral tonic-clonic seizure	PRIMARY GENERALISED TONIC-CLONIC SEIZURES	LEVETIRACETAM	CHEBI:6437	Levetiracetam	HP:0002069|CHEBI:6437
HP:0002069	Bilateral tonic-clonic seizure	PRIMARY GENERALISED TONIC-CLONIC SEIZURES	LEVETIRACETAM	CHEBI:6437	Levetiracetam	HP:0002069|CHEBI:6437
HP:0002069	Bilateral tonic-clonic seizure	PRIMARY GENERALISED TONIC-CLONIC SEIZURES	PERAMPANEL	CHEBI:71013	Perampanel	HP:0002069|CHEBI:71013
HP:0002069	Bilateral tonic-clonic seizure	TONIC-CLONIC SEIZURE	LACOSAMIDE	CHEBI:135939	Lacosamide	HP:0002069|CHEBI:135939
HP:0002069	Bilateral tonic-clonic seizure	TONIC-CLONIC SEIZURE	PERAMPANEL HYDRATE	CHEBI:71015	perampanel hydrate	HP:0002069|CHEBI:71015
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHAEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHEMIC STROKE	APIXABAN	CHEBI:72296	Apixaban	HP:0002140|CHEBI:72296
HP:0002140	Ischemic stroke	ISCHEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHEMIC STROKE	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002140	Ischemic stroke	ISCHEMIC STROKE	CLOPIDOGREL SULFATE	PUBCHEM.COMPOUND:129627308	Ethyl-S-(+)-Clopidogrel Sulfate	HP:0002140|PUBCHEM.COMPOUND:129627308
HP:0002140	Ischemic stroke	ISCHEMIC STROKE	DABIGATRAN ETEXILATE METHANESULFONATE	CHEBI:70746	Dabigatran etexilate	HP:0002140|CHEBI:70746
HP:0002140	Ischemic stroke	ISCHEMIC STROKE	EDOXABAN TOSILATE HYDRATE	CHEBI:85973	Edoxaban	HP:0002140|CHEBI:85973
HP:0002140	Ischemic stroke	ISCHEMIC STROKE	EDOXABAN TOSILATE HYDRATE	CHEBI:85973	Edoxaban	HP:0002140|CHEBI:85973
HP:0002140	Ischemic stroke	ISCHEMIC STROKE	RIVAROXABAN	CHEBI:68579	Rivaroxaban	HP:0002140|CHEBI:68579
HP:0002140	Ischemic stroke	MINOR ISCHAEMIC STROKE (IS)	CLOPIDOGREL	CHEBI:3759	Plavix	HP:0002140|CHEBI:3759
HP:0002149	Hyperuricemia	HYPERURICAEMIA	ALLOPURINOL, LESINURAD	PUBCHEM.COMPOUND:137083676	Duzallo	HP:0002149|PUBCHEM.COMPOUND:137083676
HP:0002149	Hyperuricemia	HYPERURICAEMIA	FEBUXOSTAT	CHEBI:31596	Febuxostat	HP:0002149|CHEBI:31596
HP:0002149	Hyperuricemia	HYPERURICEMIA	DOTINURAD	UNII:305EB53128	Dotinurad	HP:0002149|UNII:305EB53128
HP:0002149	Hyperuricemia	HYPERURICEMIA	FEBUXOSTAT	CHEBI:31596	Febuxostat	HP:0002149|CHEBI:31596
HP:0002149	Hyperuricemia	HYPERURICEMIA	FEBUXOSTAT	CHEBI:31596	Febuxostat	HP:0002149|CHEBI:31596
HP:0002149	Hyperuricemia	HYPERURICEMIA	FEBUXOSTAT	CHEBI:31596	Febuxostat	HP:0002149|CHEBI:31596
HP:0002149	Hyperuricemia	HYPERURICEMIA	RASBURICASE 	UNII:08GY9K1EUO	Rasburicase	HP:0002149|UNII:08GY9K1EUO
HP:0002149	Hyperuricemia	HYPERURICEMIA	TOPIROXOSTAT	UNII:0J877412JV	Topiroxostat	HP:0002149|UNII:0J877412JV
HP:0002153	Hyperkalemia	HYPERKALAEMIA	SODIUM ZIRCONIUM CYCLOSILICATE HYDRATE	UNII:D652ZWF066	sodium zirconium cyclosilicate	HP:0002153|UNII:D652ZWF066
HP:0002153	Hyperkalemia	HYPERKALEMIA	N/A FOR THIS COMBINATION DRUG	DRUGBANK:DB00083	Botulinum toxin type A	HP:0002153|DRUGBANK:DB00083
HP:0002153	Hyperkalemia	HYPERKALEMIA	N/A FOR THIS COMBINATION DRUG	DRUGBANK:DB00083	Botulinum toxin type A	HP:0002153|DRUGBANK:DB00083
HP:0002153	Hyperkalemia	HYPERKALEMIA	N/A FOR THIS COMBINATION DRUG	DRUGBANK:DB00083	Botulinum toxin type A	HP:0002153|DRUGBANK:DB00083
HP:0002153	Hyperkalemia	HYPERKALEMIA	PATIROMER	UNII:1FQ2RY5YHH	Patiromer	HP:0002153|UNII:1FQ2RY5YHH
HP:0002153	Hyperkalemia	HYPERKALEMIA	SODIUM ZIRCONIUM CYCLOSILICATE	UNII:D652ZWF066	sodium zirconium cyclosilicate	HP:0002153|UNII:D652ZWF066
HP:0002239	Gastrointestinal hemorrhage	NEUROENDOCRINE TUMORS OF THE GASTROINTESTINAL TRACT	LANREOTIDE ACETATE	CHEBI:135901	lanreotide	HP:0002239|CHEBI:135901
HP:0002239	Gastrointestinal hemorrhage	NEUROENDOCRINE TUMORS OF THE GASTROINTESTINAL TRACT	STREPTOZOCIN	CHEBI:9288	Streptozocin	HP:0002239|CHEBI:9288
HP:0002240	Hepatomegaly	HEPATOMEGALY	IMIGLUCERASE	UNII:Q6U6J48BWY	Imiglucerase	HP:0002240|UNII:Q6U6J48BWY
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS	APIXABAN	CHEBI:72296	Apixaban	HP:0002625|CHEBI:72296
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS	DABIGATRAN ETEXILATE	CHEBI:70746	Dabigatran etexilate	HP:0002625|CHEBI:70746
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS	DABIGATRAN ETEXILATE	CHEBI:70746	Dabigatran etexilate	HP:0002625|CHEBI:70746
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS	EDOXABAN	CHEBI:85973	Edoxaban	HP:0002625|CHEBI:85973
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS	EDOXABAN	CHEBI:85973	Edoxaban	HP:0002625|CHEBI:85973
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS	EDOXABAN TOSILATE HYDRATE	CHEBI:85973	Edoxaban	HP:0002625|CHEBI:85973
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS	ENOXAPARIN SODIUM	UNII:8NZ41MIK1O	Enoxaparin	HP:0002625|UNII:8NZ41MIK1O
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS	ENOXAPARIN SODIUM	UNII:8NZ41MIK1O	Enoxaparin	HP:0002625|UNII:8NZ41MIK1O
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS	RIVAROXABAN	CHEBI:68579	Rivaroxaban	HP:0002625|CHEBI:68579
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS (DVT)	APIXABAN	CHEBI:72296	Apixaban	HP:0002625|CHEBI:72296
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS (DVT)	APIXABAN	CHEBI:72296	Apixaban	HP:0002625|CHEBI:72296
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS (DVT)	FONDAPARINUX SODIUM	UNII:X0Q6N9USOZ	FONDAPARINUX SODIUM	HP:0002625|UNII:X0Q6N9USOZ
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS (DVT)	RIVAROXABAN	CHEBI:68579	Rivaroxaban	HP:0002625|CHEBI:68579
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS (DVT)	RIVAROXABAN	CHEBI:68579	Rivaroxaban	HP:0002625|CHEBI:68579
HP:0002625	Deep venous thrombosis	DEEP VEIN THROMBOSIS (DVT)	RIVAROXABAN	CHEBI:68579	Rivaroxaban	HP:0002625|CHEBI:68579
HP:0002625	Deep venous thrombosis	DEEP VENOUS THROMBOSIS	DESIRUDIN	CHEBI:140427	Desirudin	HP:0002625|CHEBI:140427
HP:0002625	Deep venous thrombosis	DEEP-VEIN THROMBOSIS (DVT)	FONDAPARINUX SODIUM	UNII:X0Q6N9USOZ	FONDAPARINUX SODIUM	HP:0002625|UNII:X0Q6N9USOZ
HP:0002653	Bone pain	BONE METASTASES (PAIN RELIEF)	LUTETIUM (177LU) CHLORIDE	CHEBI:37117	Thallium	HP:0002653|CHEBI:37117
HP:0002653	Bone pain	BONE PAIN IN PATIENTS WITH MULTIPLE PAINFUL OSTEOBLASTIC SKELETAL METASTASES WHICH TAKE UP TECHNETIUM 99MTC-LABELLED BIPHOSPHONATES ON BONE SCAN	SAMARIUM [153SM] LEXIDRONAM PENTASODIUM	UNII:745X144DZY	Samarium (153Sm) lexidronam	HP:0002653|UNII:745X144DZY
HP:0002718	Recurrent bacterial infections	CONGENITAL AIDS AND RECURRENT BACTERIAL INFECTIONS	HUMAN NORMAL IMMUNOGLOBULIN	DRUGBANK:DB00028	Human immunoglobulin G	HP:0002718|DRUGBANK:DB00028
HP:0002718	Recurrent bacterial infections	CONGENITAL AIDS WITH RECURRENT BACTERIAL INFECTIONS	HUMAN NORMAL IMMUNOGLOBULIN	DRUGBANK:DB00028	Human immunoglobulin G	HP:0002718|DRUGBANK:DB00028
HP:0002718	Recurrent bacterial infections	CONGENITAL AIDS WITH RECURRENT BACTERIAL INFECTIONS	HUMAN NORMAL IMMUNOGLOBULIN (IVIG)	DRUGBANK:DB00028	Human immunoglobulin G	HP:0002718|DRUGBANK:DB00028
HP:0002718	Recurrent bacterial infections	RECURRENT BACTERIAL INFECTIONS	HUMAN NORMAL IMMUNOGLOBULIN	DRUGBANK:DB00028	Human immunoglobulin G	HP:0002718|DRUGBANK:DB00028
HP:0002756	Pathologic fracture	PATHOLOGICAL FRACTURE	ZOLEDRONIC ACID	CHEBI:46557	Zoledronic acid	HP:0002756|CHEBI:46557
HP:0002756	Pathologic fracture	PATHOLOGICAL FRACTURES	IBANDRONIC ACID	UNII:UMD7G2653W	Ibandronate	HP:0002756|UNII:UMD7G2653W
HP:0002756	Pathologic fracture	PATHOLOGICAL FRACTURES	ZOLEDRONIC ACID	CHEBI:46557	Zoledronic acid	HP:0002756|CHEBI:46557
HP:0002756	Pathologic fracture	PATHOLOGICAL FRACTURES	ZOLEDRONIC ACID	CHEBI:46557	Zoledronic acid	HP:0002756|CHEBI:46557
HP:0002756	Pathologic fracture	PATHOLOGICAL FRACTURES	ZOLEDRONIC ACID	CHEBI:46557	Zoledronic acid	HP:0002756|CHEBI:46557
HP:0002756	Pathologic fracture	PATHOLOGICAL FRACTURES	ZOLEDRONIC ACID	CHEBI:46557	Zoledronic acid	HP:0002756|CHEBI:46557
HP:0002756	Pathologic fracture	PATHOLOGICAL FRACTURES	ZOLEDRONIC ACID	CHEBI:46557	Zoledronic acid	HP:0002756|CHEBI:46557
HP:0002757	Recurrent fractures	FRACTURES	TERIPARATIDE	CHEBI:135983	Teriparatide	HP:0002757|CHEBI:135983
HP:0002795	Abnormal respiratory system physiology	EISENMENGER’S PHYSIOLOGY	BOSENTAN MONOHYDRATE	UMLS:C1529800	bosentan monohydrate	HP:0002795|UMLS:C1529800
HP:0002901	Hypocalcemia	HYPOCALCEMIA	"PRECIPITATED CALCIUM
CARBONATE/CHOLECALCIFEROL/ MAGNESIUM CARBONATE"	CHEBI:3311	Calcium carbonate	HP:0002901|CHEBI:3311
HP:0002902	Hyponatremia	HYPONATREMIA	MOZAVAPTAN HYDROCHLORIDE	CHEBI:31869	CHEMBL5087555	HP:0002902|CHEBI:31869
HP:0002918	Hypermagnesemia	HYPERMAGNESEMIA	N/A FOR THIS COMBINATION DRUG	DRUGBANK:DB00083	Botulinum toxin type A	HP:0002918|DRUGBANK:DB00083
HP:0002918	Hypermagnesemia	HYPERMAGNESEMIA	N/A FOR THIS COMBINATION DRUG	DRUGBANK:DB00083	Botulinum toxin type A	HP:0002918|DRUGBANK:DB00083
HP:0002918	Hypermagnesemia	HYPERMAGNESEMIA	N/A FOR THIS COMBINATION DRUG	DRUGBANK:DB00083	Botulinum toxin type A	HP:0002918|DRUGBANK:DB00083
HP:0002918	Hypermagnesemia	HYPERMAGNESEMIA	N/A FOR THIS COMBINATION DRUG	DRUGBANK:DB00083	Botulinum toxin type A	HP:0002918|DRUGBANK:DB00083
HP:0002953	Vertebral compression fracture	SPINAL COMPRESSION	ZOLEDRONIC ACID	CHEBI:46557	Zoledronic acid	HP:0002953|CHEBI:46557
HP:0002953	Vertebral compression fracture	SPINAL COMPRESSION	ZOLEDRONIC ACID	CHEBI:46557	Zoledronic acid	HP:0002953|CHEBI:46557
HP:0002953	Vertebral compression fracture	SPINAL COMPRESSION	ZOLEDRONIC ACID	CHEBI:46557	Zoledronic acid	HP:0002953|CHEBI:46557
HP:0002953	Vertebral compression fracture	SPINAL COMPRESSION	ZOLEDRONIC ACID	CHEBI:46557	Zoledronic acid	HP:0002953|CHEBI:46557
HP:0002953	Vertebral compression fracture	SPINAL COMPRESSION	ZOLEDRONIC ACID	CHEBI:46557	Zoledronic acid	HP:0002953|CHEBI:46557
HP:0002953	Vertebral compression fracture	SPINAL COMPRESSION	ZOLEDRONIC ACID	CHEBI:46557	Zoledronic acid	HP:0002953|CHEBI:46557
HP:0003073	Hypoalbuminemia	HYPOALBUMINEMIA	HUMAN SERUM ALBUMIN 	DRUGBANK:DB13968	Plasma protein fraction (human)	HP:0003073|DRUGBANK:DB13968
HP:0003075	Hypoproteinemia	MILD HYPOPROTEINEMIA	N/A FOR THIS COMBINATION DRUG	DRUGBANK:DB00083	Botulinum toxin type A	HP:0003075|DRUGBANK:DB00083
HP:0003075	Hypoproteinemia	MILD HYPOPROTEINEMIA	N/A FOR THIS COMBINATION DRUG	DRUGBANK:DB00083	Botulinum toxin type A	HP:0003075|DRUGBANK:DB00083
HP:0003119	Abnormal circulating lipid concentration	MIXED DYSLIPIDEMIA	FENOFIBRATE, SIMVASTATIN	CHEBI:5001	Fenofibrate	HP:0003119|CHEBI:5001
HP:0003124	Hypercholesterolemia	HYPERCHOLESTEROLEMIA	"ALIROCUMAB
"	UNII:PP0SHH6V16	Alirocumab	HP:0003124|UNII:PP0SHH6V16
HP:0003124	Hypercholesterolemia	HYPERCHOLESTEROLEMIA	ALIROCUMAB 	UNII:PP0SHH6V16	Alirocumab	HP:0003124|UNII:PP0SHH6V16
HP:0003124	Hypercholesterolemia	HYPERCHOLESTEROLEMIA	AMLODIPINE BESILATE/ATORVASTATIN CALCIUM HYDRATE	CHEBI:2911	atorvastatin calcium trihydrate	HP:0003124|CHEBI:2911
HP:0003124	Hypercholesterolemia	HYPERCHOLESTEROLEMIA	"EVOLOCUMAB
"	UNII:LKC0U3A8NJ	Evolocumab	HP:0003124|UNII:LKC0U3A8NJ
HP:0003124	Hypercholesterolemia	HYPERCHOLESTEROLEMIA	EVOLOCUMAB 	UNII:LKC0U3A8NJ	Evolocumab	HP:0003124|UNII:LKC0U3A8NJ
HP:0003124	Hypercholesterolemia	HYPERCHOLESTEROLEMIA	EZETIMIBE	CHEBI:49040	Ezetimibe	HP:0003124|CHEBI:49040
HP:0003124	Hypercholesterolemia	HYPERCHOLESTEROLEMIA	EZETIMIBE/ ATORVASTATIN CALCIUM HYDRATE	CHEBI:2911	atorvastatin calcium trihydrate	HP:0003124|CHEBI:2911
HP:0003124	Hypercholesterolemia	HYPERCHOLESTEROLEMIA	EZETIMIBE/ROSUVASTATIN CALCIUM	CHEBI:38545	Rosuvastatin	HP:0003124|CHEBI:38545
HP:0003124	Hypercholesterolemia	HYPERCHOLESTEROLEMIA	INCLISIRAN SODIUM	CHEBI:176399	Inclisiran	HP:0003124|CHEBI:176399
HP:0003124	Hypercholesterolemia	HYPERCHOLESTEROLEMIA	PITAVASTATIN CALCIUM	CHEBI:71258	pitavastatin calcium	HP:0003124|CHEBI:71258
